"Strategy Name";"Filters result";"Complexity";"# of trades";"Net profit";"Ret/DD Ratio";"Avg. Trade";"Drawdown";"Stability";"Stagnation";"Mini equity chart";"Price indicators";"Entry indicators";"Exit indicators";"Trades Symmetry";"CAGR";"Stagnation (MC retest, Conf. level 95%)";"CAGR/Max DD %";"CAGR/Max DD % (MC retest, Conf. level 95%)"
"Strategy 5.15.42";"PASSED";"6";"168";"1571.0";"1.51";"9.35";"1039.0";"0.54";"110";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"15.71";"N/A";"1.74";"1.74"
"Strategy 1.17.31";"PASSED";"8";"159";"254.0";"0.19";"1.6";"1307.0";"0.55";"244";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"2.54";"N/A";"0.22";"0.22"
"Strategy 2.8.40(1)";"FAILED";"7";"175";"-927.0";"-0.35";"-5.3";"2685.0";"-0.48";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel,Open";"ExitAfterXBars";"0.0";"-9.27";"N/A";"-0.41";"-0.41"
"Strategy 2.17.41";"PASSED";"9";"152";"1800.0";"1.88";"11.84";"955.0";"0.48";"153";"";"HullMovingAverage,SmallestRange";"HullMovingAverage,LinearRegression";"ExitAfterXBars";"0.0";"18.0";"N/A";"2.4";"2.4"
"Strategy 1.17.33";"PASSED";"8";"169";"1028.0";"0.91";"6.08";"1125.0";"0.46";"63";"";"HullMovingAverage,SmallestRange";"LinearRegression,SMA";"ExitAfterXBars";"0.0";"10.28";"N/A";"1.11";"1.11"
"Strategy 1.6.50";"PASSED";"8";"205";"269.0";"0.18";"1.31";"1501.0";"0.57";"134";"";"BBWidthRatio,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"2.69";"N/A";"0.2";"0.2"
"Strategy 1.17.45";"PASSED";"7";"118";"369.0";"0.28";"3.13";"1297.0";"0.65";"244";"";"HullMovingAverage";"HullMovingAverage,LinearRegression";"ExitAfterXBars";"0.0";"3.69";"N/A";"0.32";"0.32"
"Strategy 5.15.41";"PASSED";"8";"220";"134.0";"0.08";"0.61";"1579.0";"0.44";"147";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"1.34";"N/A";"0.1";"0.1"
"Strategy 2.17.28";"PASSED";"7";"107";"1621.0";"1.49";"15.15";"1087.0";"0.44";"76";"";"HullMovingAverage,SmallestRange";"LinearRegression,Pivots";"ExitAfterXBars";"0.0";"16.21";"N/A";"1.89";"1.89"
"Strategy 5.15.49";"PASSED";"5";"127";"3537.0";"3.47";"27.85";"1018.0";"0.58";"173";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"35.37";"N/A";"5.02";"5.02"
"Strategy 5.15.51";"PASSED";"5";"122";"3217.0";"3.31";"26.37";"971.0";"0.66";"173";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"32.17";"N/A";"4.56";"4.56"
"Strategy 5.15.44";"PASSED";"7";"146";"2223.0";"3.18";"15.23";"699.0";"0.69";"96";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"22.23";"N/A";"3.97";"3.97"
"Strategy 3.5.30";"PASSED";"8";"129";"1371.0";"1.97";"10.63";"695.0";"0.69";"78";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"13.71";"N/A";"2.09";"2.09"
"Strategy 1.6.47";"FAILED";"11";"167";"-770.0";"-0.3";"-4.61";"2569.0";"-0.36";"163";"";"HullMovingAverage";"KeltnerChannel,Reflex,Stochastic";"ExitAfterXBars";"0.0";"-7.7";"N/A";"-0.35";"-0.35"
"Strategy 2.17.42";"PASSED";"6";"137";"1325.0";"1.43";"9.67";"927.0";"0.7";"174";"";"HeikenAshiHigh";"SRPercentRank";"ExitAfterXBars";"0.0";"13.25";"N/A";"1.56";"1.56"
"Strategy 4.27.38";"FAILED";"6";"160";"1089.0";"0.73";"6.81";"1484.0";"0.56";"181";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"10.89";"N/A";"0.84";"0.84"
"Strategy 1.6.33";"FAILED";"8";"180";"-191.0";"-0.19";"-1.06";"993.0";"-0.56";"138";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-1.91";"N/A";"-0.21";"-0.21"
"Strategy 1.19.27";"PASSED";"8";"151";"315.0";"0.33";"2.09";"941.0";"0.5";"184";"";"BBWidthRatio,HullMovingAverage";"LinearRegression";"ExitAfterXBars";"0.0";"3.15";"N/A";"0.37";"0.37"
"Strategy 2.12.42";"PASSED";"7";"195";"2120.0";"2.33";"10.87";"911.0";"0.63";"64";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"21.2";"N/A";"3.02";"3.02"
"Strategy 3.3.48(1)";"FAILED";"8";"124";"-427.0";"-0.25";"-3.44";"1707.0";"-0.45";"174";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-4.27";"N/A";"-0.28";"-0.28"
"Strategy 2.12.48";"FAILED";"5";"95";"-1071.0";"-0.59";"-11.27";"1828.0";"-0.71";"258";"";"HighestInRange";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"-10.71";"N/A";"-0.63";"-0.63"
"Strategy 2.12.43";"PASSED";"6";"187";"401.0";"0.17";"2.14";"2425.0";"0.39";"147";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"4.01";"N/A";"0.21";"0.21"
"Strategy 5.7.31";"PASSED";"6";"203";"1018.0";"0.75";"5.01";"1361.0";"0.54";"110";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"10.18";"N/A";"0.85";"0.85"
"Strategy 1.6.32";"FAILED";"8";"124";"-393.0";"-0.23";"-3.17";"1685.0";"-0.47";"174";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-3.93";"N/A";"-0.26";"-0.26"
"Strategy 2.14.45(1)";"FAILED";"8";"175";"-866.0";"-0.33";"-4.95";"2617.0";"-0.48";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-8.66";"N/A";"-0.39";"-0.39"
"Strategy 1.6.34";"PASSED";"7";"129";"2024.0";"2.79";"15.69";"725.0";"0.73";"77";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"20.24";"N/A";"3.07";"3.07"
"Strategy 2.12.41";"PASSED";"6";"139";"1976.0";"2.32";"14.22";"850.0";"0.63";"77";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"19.76";"N/A";"2.6";"2.6"
"Strategy 3.1.33";"PASSED";"7";"220";"835.0";"0.91";"3.8";"916.0";"0.58";"153";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"8.35";"N/A";"1.07";"1.07"
"Strategy 3.28.34";"FAILED";"11";"132";"-1634.0";"-0.78";"-12.38";"2088.0";"-0.64";"174";"";"CloseD,TrueRange";"OSMA";"ExitAfterXBars";"0.0";"-16.34";"N/A";"-0.82";"-0.82"
"Strategy 1.19.37";"FAILED";"8";"157";"-404.0";"-0.22";"-2.57";"1808.0";"-0.47";"245";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-4.04";"N/A";"-0.25";"-0.25"
"Strategy 1.21.30(1)";"PASSED";"8";"153";"173.0";"0.18";"1.13";"963.0";"0.4";"183";"";"BBWidthRatio,HullMovingAverage";"LinearRegression";"ExitAfterXBars";"0.0";"1.73";"N/A";"0.2";"0.2"
"Strategy 1.19.36";"FAILED";"7";"160";"-1058.0";"-0.58";"-6.61";"1823.0";"-0.56";"184";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-10.58";"N/A";"-0.62";"-0.62"
"Strategy 2.12.46";"PASSED";"6";"157";"1425.0";"1.61";"9.08";"884.0";"0.58";"76";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"14.25";"N/A";"1.97";"1.97"
"Strategy 2.8.45(1)";"FAILED";"9";"126";"1660.0";"2.04";"13.17";"812.0";"0.6";"90";"";"HeikenAshiOpen";"OSMA,SRPercentRank";"ExitAfterXBars";"0.0";"16.6";"N/A";"2.54";"2.54"
"Strategy 3.1.39";"PASSED";"8";"126";"3759.0";"3.99";"29.83";"943.0";"0.57";"173";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"37.59";"N/A";"5.83";"5.83"
"Strategy 1.6.40";"PASSED";"7";"126";"2568.0";"2.74";"20.38";"937.0";"0.6";"173";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"25.68";"N/A";"3.69";"3.69"
"Strategy 2.12.35";"PASSED";"8";"135";"1246.0";"1.37";"9.23";"912.0";"0.77";"78";"";"HullMovingAverage,SmallestRange";"LinearRegression";"ExitAfterXBars";"0.0";"12.46";"N/A";"1.48";"1.48"
"Strategy 5.15.28";"PASSED";"8";"121";"1815.0";"2.98";"15.0";"610.0";"0.71";"174";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"18.15";"N/A";"3.62";"3.62"
"Strategy 2.12.45";"FAILED";"10";"104";"-756.0";"-0.42";"-7.27";"1800.0";"-0.55";"183";"";"HullMovingAverage";"Reflex,Stochastic";"ExitAfterXBars";"0.0";"-7.56";"N/A";"-0.46";"-0.46"
"Strategy 2.12.30";"FAILED";"6";"167";"-1253.0";"-0.65";"-7.5";"1933.0";"-0.54";"251";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-12.53";"N/A";"-0.69";"-0.69"
"Strategy 2.12.32";"FAILED";"7";"167";"-1323.0";"-0.69";"-7.92";"1918.0";"-0.57";"251";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-13.23";"N/A";"-0.73";"-0.73"
"Strategy 5.15.35";"FAILED";"8";"170";"-1021.0";"-0.51";"-6.01";"2012.0";"-0.61";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-10.21";"N/A";"-0.55";"-0.55"
"Strategy 2.13.41(1)";"PASSED";"8";"204";"1780.0";"1.1";"8.73";"1625.0";"0.54";"110";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"17.8";"N/A";"1.46";"1.46"
"Strategy 2.12.38";"PASSED";"8";"182";"120.0";"0.06";"0.66";"1953.0";"0.49";"162";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"1.2";"N/A";"0.07";"0.07"
"Strategy 1.19.42";"PASSED";"8";"178";"1592.0";"1.35";"8.94";"1176.0";"0.47";"70";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"15.92";"N/A";"1.72";"1.72"
"Strategy 2.12.31";"PASSED";"8";"152";"45.0";"0.05";"0.3";"995.0";"0.42";"184";"";"HullMovingAverage,SmallestRange";"LinearRegression";"ExitAfterXBars";"0.0";"0.45";"N/A";"0.05";"0.05"
"Strategy 1.19.41";"PASSED";"6";"178";"1774.0";"1.57";"9.97";"1127.0";"0.63";"147";"";"ParabolicSAR";"MTKeltnerChannel,ParabolicSAR";"ExitAfterXBars";"0.0";"17.74";"N/A";"2.0";"2.0"
"Strategy 4.21.32";"FAILED";"5";"151";"-1249.0";"-0.66";"-8.27";"1899.0";"-0.55";"184";"";"HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-12.49";"N/A";"-0.7";"-0.7"
"Strategy 5.25.45";"FAILED";"7";"182";"-221.0";"-0.13";"-1.21";"1721.0";"-0.39";"162";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-2.21";"N/A";"-0.15";"-0.15"
"Strategy 4.5.31";"PASSED";"8";"160";"501.0";"0.38";"3.13";"1336.0";"0.53";"110";"";"HullMovingAverage";"KeltnerChannel,LinearRegression,ParabolicSAR";"ExitAfterXBars";"0.0";"5.01";"N/A";"0.44";"0.44"
"Strategy 4.21.49";"PASSED";"7";"136";"551.0";"0.37";"4.05";"1489.0";"0.47";"162";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"5.51";"N/A";"0.44";"0.44"
"Strategy 4.5.36";"FAILED";"8";"124";"-306.0";"-0.18";"-2.47";"1730.0";"-0.46";"174";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-3.06";"N/A";"-0.2";"-0.2"
"Strategy 5.6.46(1)";"PASSED";"6";"153";"279.0";"0.18";"1.82";"1541.0";"0.47";"110";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"2.79";"N/A";"0.21";"0.21"
"Strategy 3.1.44";"FAILED";"8";"125";"-831.0";"-0.41";"-6.65";"2050.0";"-0.57";"245";"";"HullMovingAverage";"HullMovingAverage,LinearRegression";"ExitAfterXBars";"0.0";"-8.31";"N/A";"-0.45";"-0.45"
"Strategy 5.7.47";"FAILED";"8";"127";"-1125.0";"-0.6";"-8.86";"1860.0";"-0.8";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-11.25";"N/A";"-0.65";"-0.65"
"Strategy 3.1.27";"PASSED";"8";"132";"1330.0";"1.86";"10.08";"715.0";"0.62";"118";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"13.3";"N/A";"2.17";"2.17"
"Strategy 1.6.27";"PASSED";"6";"129";"1378.0";"1.98";"10.68";"695.0";"0.69";"78";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"13.78";"N/A";"2.11";"2.11"
"Strategy 1.13.32(1)";"FAILED";"8";"126";"1080.0";"1.13";"8.57";"955.0";"0.56";"181";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"10.8";"N/A";"1.36";"1.36"
"Strategy 3.28.49";"FAILED";"9";"140";"-278.0";"-0.19";"-1.99";"1447.0";"-0.55";"168";"";"ATR,HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"-2.78";"N/A";"-0.21";"-0.21"
"Strategy 5.25.40";"FAILED";"6";"187";"-487.0";"-0.31";"-2.6";"1547.0";"-0.34";"162";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-4.87";"N/A";"-0.35";"-0.35"
"Strategy 5.15.30";"FAILED";"7";"119";"-234.0";"-0.13";"-1.97";"1773.0";"-0.48";"245";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"-2.34";"N/A";"-0.15";"-0.15"
"Strategy 3.18.33";"PASSED";"6";"183";"1253.0";"0.91";"6.85";"1374.0";"0.48";"110";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"12.53";"N/A";"1.15";"1.15"
"Strategy 4.5.43";"PASSED";"8";"177";"1908.0";"2.42";"10.78";"787.0";"0.71";"72";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"19.08";"N/A";"3.01";"3.01"
"Strategy 4.21.34";"FAILED";"9";"117";"2318.0";"4.62";"19.81";"502.0";"0.71";"118";"";"HullMovingAverage,MTATR";"SRPercentRank";"ExitAfterXBars";"0.0";"23.18";"N/A";"5.11";"5.11"
"Strategy 5.25.42";"PASSED";"8";"214";"2007.0";"2.42";"9.38";"830.0";"0.69";"110";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"20.07";"N/A";"2.81";"2.81"
"Strategy 5.7.38";"FAILED";"7";"126";"-144.0";"-0.1";"-1.14";"1446.0";"-0.59";"163";"";"HullMovingAverage";"BollingerBands,HullMovingAverage";"ExitAfterXBars";"0.0";"-1.44";"N/A";"-0.11";"-0.11"
"Strategy 2.12.52";"FAILED";"8";"125";"-419.0";"-0.24";"-3.35";"1768.0";"-0.49";"245";"";"HullMovingAverage";"HullMovingAverage,LinearRegression";"ExitAfterXBars";"0.0";"-4.19";"N/A";"-0.27";"-0.27"
"Strategy 4.21.27";"PASSED";"8";"216";"806.0";"0.58";"3.73";"1398.0";"0.7";"141";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"8.06";"N/A";"0.62";"0.62"
"Strategy 3.18.30";"FAILED";"7";"122";"-812.0";"-0.46";"-6.66";"1783.0";"-0.74";"244";"";"HullMovingAverage";"UlcerIndex";"ExitAfterXBars";"0.0";"-8.12";"N/A";"-0.49";"-0.49"
"Strategy 2.24.34";"PASSED";"7";"170";"1440.0";"1.48";"8.47";"970.0";"0.64";"109";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"14.4";"N/A";"1.82";"1.82"
"Strategy 5.21.45(1)";"PASSED";"8";"142";"819.0";"0.63";"5.77";"1300.0";"0.52";"106";"";"HullMovingAverage,SmallestRange";"LinearRegression";"ExitAfterXBars";"0.0";"8.19";"N/A";"0.76";"0.76"
"Strategy 5.6.34(1)";"PASSED";"6";"126";"922.0";"0.65";"7.32";"1410.0";"0.59";"174";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"9.22";"N/A";"0.8";"0.8"
"Strategy 4.5.39";"PASSED";"6";"125";"1324.0";"1.54";"10.59";"860.0";"0.58";"183";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"13.24";"N/A";"1.84";"1.84"
"Strategy 3.18.44";"PASSED";"8";"203";"1276.0";"0.68";"6.29";"1887.0";"0.43";"147";"";"BBWidthRatio,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"12.76";"N/A";"0.89";"0.89"
"Strategy 4.5.46";"FAILED";"8";"125";"-403.0";"-0.22";"-3.22";"1796.0";"-0.5";"245";"";"HullMovingAverage";"HullMovingAverage,LinearRegression";"ExitAfterXBars";"0.0";"-4.03";"N/A";"-0.25";"-0.25"
"Strategy 3.18.39";"PASSED";"6";"215";"2145.0";"1.99";"9.98";"1079.0";"0.51";"78";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"21.45";"N/A";"2.62";"2.62"
"Strategy 5.7.44";"FAILED";"6";"121";"1294.0";"3.03";"10.69";"427.0";"0.75";"93";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"12.94";"N/A";"3.25";"3.25"
"Strategy 3.18.37";"FAILED";"8";"168";"-628.0";"-0.32";"-3.74";"1942.0";"-0.43";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-6.28";"N/A";"-0.37";"-0.37"
"Strategy 5.7.36";"PASSED";"6";"131";"1376.0";"1.66";"10.5";"827.0";"0.59";"173";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"13.76";"N/A";"1.99";"1.99"
"Strategy 2.12.51";"FAILED";"9";"105";"-1239.0";"-0.71";"-11.8";"1752.0";"-0.74";"268";"";"HullMovingAverage,MTATR";"SRPercentRank";"ExitAfterXBars";"0.0";"-12.39";"N/A";"-0.73";"-0.73"
"Strategy 2.24.32";"PASSED";"10";"165";"790.0";"0.57";"4.79";"1381.0";"0.47";"161";"";"HullMovingAverage";"KeltnerChannel,LaguerreRSI,Stochastic";"ExitAfterXBars";"0.0";"7.9";"N/A";"0.69";"0.69"
"Strategy 5.13.43";"PASSED";"8";"132";"1652.0";"2.28";"12.52";"725.0";"0.64";"117";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"16.52";"N/A";"2.47";"2.47"
"Strategy 4.5.48";"PASSED";"8";"141";"2393.0";"3.5";"16.97";"684.0";"0.69";"85";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"23.93";"N/A";"4.39";"4.39"
"Strategy 4.21.35";"FAILED";"10";"120";"-746.0";"-0.38";"-6.22";"1940.0";"-0.61";"182";"";"HullMovingAverage";"Reflex,Stochastic";"ExitAfterXBars";"0.0";"-7.46";"N/A";"-0.43";"-0.43"
"Strategy 3.18.41";"FAILED";"11";"142";"-1607.0";"-0.79";"-11.32";"2025.0";"-0.6";"163";"";"HullMovingAverage";"KeltnerChannel,Reflex,Stochastic";"ExitAfterXBars";"0.0";"-16.07";"N/A";"-0.83";"-0.83"
"Strategy 5.25.27";"PASSED";"7";"162";"1597.0";"2.3";"9.86";"694.0";"0.71";"106";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"15.97";"N/A";"2.81";"2.81"
"Strategy 4.5.50";"PASSED";"7";"155";"921.0";"1.06";"5.94";"867.0";"0.58";"110";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"9.21";"N/A";"1.25";"1.25"
"Strategy 3.18.51";"FAILED";"7";"163";"-1191.0";"-0.6";"-7.31";"1975.0";"-0.47";"184";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-11.91";"N/A";"-0.65";"-0.65"
"Strategy 5.13.42";"PASSED";"7";"176";"1922.0";"2.35";"10.92";"818.0";"0.69";"110";"";"BBWidthRatio,LinearRegression";"AwesomeOscillator";"ExitAfterXBars";"0.0";"19.22";"N/A";"2.95";"2.95"
"Strategy 5.5.34";"PASSED";"8";"152";"1531.0";"2.48";"10.07";"617.0";"0.75";"78";"";"BBWidthRatio,HullMovingAverage";"HullMovingAverage";"ExitAfterXBars";"0.0";"15.31";"N/A";"2.75";"2.75"
"Strategy 5.8.43(1)";"PASSED";"5";"248";"769.0";"0.81";"3.1";"947.0";"0.61";"99";"";"LowestInRange";"LowW,SMA";"ExitAfterXBars";"0.0";"7.69";"N/A";"0.89";"0.89"
"Strategy 1.32.48";"FAILED";"8";"162";"-499.0";"-0.2";"-3.08";"2539.0";"-0.34";"147";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-4.99";"N/A";"-0.24";"-0.24"
"Strategy 1.4.44";"PASSED";"8";"189";"155.0";"0.09";"0.82";"1671.0";"0.49";"149";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"1.55";"N/A";"0.11";"0.11"
"Strategy 2.14.49";"FAILED";"7";"160";"-813.0";"-0.45";"-5.08";"1819.0";"-0.46";"163";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-8.13";"N/A";"-0.49";"-0.49"
"Strategy 5.5.43";"PASSED";"8";"189";"592.0";"0.4";"3.13";"1468.0";"0.52";"110";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"5.92";"N/A";"0.48";"0.48"
"Strategy 4.17.30(1)";"FAILED";"7";"117";"-295.0";"-0.2";"-2.52";"1441.0";"-0.35";"245";"";"HullMovingAverage";"BollingerBands,HeikenAshiOpen";"ExitAfterXBars";"0.0";"-2.95";"N/A";"-0.23";"-0.23"
"Strategy 1.20.36";"PASSED";"8";"156";"471.0";"0.32";"3.02";"1474.0";"0.39";"147";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"4.71";"N/A";"0.38";"0.38"
"Strategy 2.14.47";"FAILED";"7";"120";"-283.0";"-0.2";"-2.36";"1419.0";"-0.66";"244";"";"HullMovingAverage";"BollingerBands,LowD";"ExitAfterXBars";"0.0";"-2.83";"N/A";"-0.22";"-0.22"
"Strategy 1.4.41";"PASSED";"6";"131";"1485.0";"1.72";"11.34";"865.0";"0.59";"76";"";"HullMovingAverage";"LinearRegression,Pivots";"ExitAfterXBars";"0.0";"14.85";"N/A";"2.12";"2.12"
"Strategy 1.4.40";"PASSED";"8";"125";"2123.0";"1.85";"16.98";"1149.0";"0.59";"174";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"21.23";"N/A";"2.45";"2.45"
"Strategy 5.5.46";"PASSED";"7";"131";"1455.0";"1.79";"11.11";"812.0";"0.64";"117";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"14.55";"N/A";"1.96";"1.96"
"Strategy 2.8.28";"PASSED";"8";"149";"3304.0";"4.77";"22.17";"692.0";"0.76";"83";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"33.04";"N/A";"6.25";"6.25"
"Strategy 2.8.40";"PASSED";"9";"157";"340.0";"0.17";"2.17";"2049.0";"0.22";"181";"";"HullMovingAverage";"BollingerBands,SRPercentRank";"ExitAfterXBars";"0.0";"3.4";"N/A";"0.21";"0.21"
"Strategy 2.14.43";"FAILED";"7";"175";"-973.0";"-0.36";"-5.56";"2677.0";"-0.49";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-9.73";"N/A";"-0.43";"-0.43"
"Strategy 3.3.28";"FAILED";"6";"133";"1544.0";"1.35";"11.61";"1147.0";"0.54";"181";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"15.44";"N/A";"1.71";"1.71"
"Strategy 1.4.33";"FAILED";"7";"167";"-1247.0";"-0.74";"-7.47";"1677.0";"-0.57";"251";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-12.47";"N/A";"-0.78";"-0.78"
"Strategy 2.8.43";"FAILED";"6";"170";"-319.0";"-0.21";"-1.88";"1556.0";"-0.43";"162";"";"HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-3.19";"N/A";"-0.23";"-0.23"
"Strategy 2.14.45";"PASSED";"7";"191";"1883.0";"2.68";"9.86";"702.0";"0.63";"109";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"18.83";"N/A";"3.36";"3.36"
"Strategy 1.4.42";"FAILED";"10";"122";"601.0";"0.55";"4.93";"1083.0";"0.61";"142";"";"HullMovingAverage";"OSMA,SRPercentRank";"ExitAfterXBars";"0.0";"6.01";"N/A";"0.61";"0.61"
"Strategy 2.14.44";"PASSED";"8";"172";"88.0";"0.05";"0.51";"1660.0";"0.42";"173";"";"BBWidthRatio,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"0.88";"N/A";"0.06";"0.06"
"Strategy 1.32.46";"FAILED";"8";"99";"3264.0";"5.32";"32.97";"614.0";"0.61";"116";"";"HullMovingAverage,MTATR";"SRPercentRank";"ExitAfterXBars";"0.0";"32.64";"N/A";"6.4";"6.4"
"Strategy 1.20.33";"FAILED";"7";"170";"-724.0";"-0.38";"-4.26";"1892.0";"-0.42";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-7.24";"N/A";"-0.43";"-0.43"
"Strategy 2.8.43(1)";"FAILED";"7";"150";"-1455.0";"-0.73";"-9.7";"1982.0";"-0.56";"184";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-14.55";"N/A";"-0.77";"-0.77"
"Strategy 2.8.44";"FAILED";"8";"125";"-599.0";"-0.3";"-4.79";"2018.0";"-0.5";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-5.99";"N/A";"-0.34";"-0.34"
"Strategy 1.10.28";"PASSED";"7";"145";"965.0";"0.75";"6.66";"1280.0";"0.38";"110";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"9.65";"N/A";"0.91";"0.91"
