"Strategy Name";"Filters result";"Complexity";"# of trades";"Net profit";"Ret/DD Ratio";"Avg. Trade";"Drawdown";"Stability";"Stagnation";"Mini equity chart";"Price indicators";"Entry indicators";"Exit indicators";"Trades Symmetry";"CAGR";"Stagnation (MC retest, Conf. level 95%)";"CAGR/Max DD %";"CAGR/Max DD % (MC retest, Conf. level 95%)"
"Strategy 2.14.48";"FAILED";"9";"174";"248.0";"0.19";"1.43";"1340.0";"0.51";"147";"";"HullMovingAverage";"KeltnerChannel,SRPercentRank";"ExitAfterXBars";"0.0";"2.48";"N/A";"0.21";"0.21"
"Strategy 2.14.42";"PASSED";"6";"153";"1736.0";"2.43";"11.35";"713.0";"0.68";"76";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"17.36";"N/A";"2.7";"2.7"
"Strategy 2.8.33";"FAILED";"8";"127";"2463.0";"1.86";"19.39";"1321.0";"0.78";"118";"";"HullMovingAverage,MTATR";"SRPercentRank";"ExitAfterXBars";"0.0";"24.63";"N/A";"2.2";"2.2"
"Strategy 1.4.39";"PASSED";"8";"132";"1328.0";"1.86";"10.06";"715.0";"0.62";"118";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"13.28";"N/A";"2.17";"2.17"
"Strategy 2.14.50";"FAILED";"7";"180";"-104.0";"-0.06";"-0.58";"1631.0";"-0.47";"148";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-1.04";"N/A";"-0.07";"-0.07"
"Strategy 2.26.30";"PASSED";"11";"207";"759.0";"1.03";"3.67";"740.0";"0.61";"76";"";"ATR,HullMovingAverage";"Reflex,Stochastic";"ExitAfterXBars";"0.0";"7.59";"N/A";"1.17";"1.17"
"Strategy 3.1.52";"PASSED";"8";"135";"1452.0";"1.86";"10.76";"779.0";"0.63";"78";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"14.52";"N/A";"2.27";"2.27"
"Strategy 2.8.42";"FAILED";"5";"145";"4359.0";"5.68";"30.06";"768.0";"0.65";"173";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"43.59";"N/A";"8.43";"8.43"
"Strategy 5.13.27";"PASSED";"6";"184";"517.0";"0.39";"2.81";"1310.0";"0.55";"109";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"5.17";"N/A";"0.46";"0.46"
"Strategy 2.8.36";"PASSED";"8";"197";"736.0";"0.65";"3.74";"1131.0";"0.62";"147";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"7.36";"N/A";"0.72";"0.72"
"Strategy 2.14.37";"FAILED";"7";"175";"-987.0";"-0.36";"-5.64";"2770.0";"-0.47";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-9.87";"N/A";"-0.42";"-0.42"
"Strategy 1.20.47";"FAILED";"8";"150";"-499.0";"-0.33";"-3.33";"1515.0";"-0.27";"263";"";"BBWidthRatio,HullMovingAverage";"LinearRegression";"ExitAfterXBars";"0.0";"-4.99";"N/A";"-0.36";"-0.36"
"Strategy 4.1.53";"PASSED";"8";"141";"2260.0";"3.14";"16.03";"720.0";"0.76";"51";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"22.6";"N/A";"3.43";"3.43"
"Strategy 3.18.39(1)";"PASSED";"7";"182";"140.0";"0.11";"0.77";"1307.0";"0.51";"167";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"1.4";"N/A";"0.12";"0.12"
"Strategy 2.8.39";"FAILED";"9";"147";"-184.0";"-0.11";"-1.25";"1745.0";"-0.26";"174";"";"HullMovingAverage";"BollingerBands,SRPercentRank";"ExitAfterXBars";"0.0";"-1.84";"N/A";"-0.12";"-0.12"
"Strategy 2.14.52";"FAILED";"11";"177";"343.0";"0.54";"1.94";"639.0";"0.55";"76";"";"ATR,HullMovingAverage";"Reflex,Stochastic";"ExitAfterXBars";"0.0";"3.43";"N/A";"0.59";"0.59"
"Strategy 5.23.50";"FAILED";"7";"175";"-555.0";"-0.25";"-3.17";"2197.0";"-0.46";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-5.55";"N/A";"-0.29";"-0.29"
"Strategy 1.20.46";"FAILED";"7";"154";"-250.0";"-0.15";"-1.62";"1646.0";"-0.47";"118";"";"BBWidthRatio,HullMovingAverage";"TEMA";"ExitAfterXBars";"0.0";"-2.5";"N/A";"-0.17";"-0.17"
"Strategy 5.13.33";"PASSED";"6";"183";"535.0";"0.41";"2.92";"1307.0";"0.42";"110";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"5.35";"N/A";"0.48";"0.48"
"Strategy 5.7.38(1)";"FAILED";"7";"175";"-617.0";"-0.29";"-3.53";"2164.0";"-0.49";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-6.17";"N/A";"-0.33";"-0.33"
"Strategy 2.10.29";"FAILED";"7";"163";"-550.0";"-0.3";"-3.37";"1853.0";"-0.36";"163";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-5.5";"N/A";"-0.34";"-0.34"
"Strategy 2.14.34";"FAILED";"8";"160";"-547.0";"-0.35";"-3.42";"1551.0";"-0.49";"174";"";"HullMovingAverage";"BollingerBands,KeltnerChannel,Open";"ExitAfterXBars";"0.0";"-5.47";"N/A";"-0.38";"-0.38"
"Strategy 1.22.34";"FAILED";"11";"130";"-916.0";"-0.68";"-7.05";"1350.0";"-0.63";"254";"";"CloseD,TrueRange";"OSMA";"ExitAfterXBars";"0.0";"-9.16";"N/A";"-0.71";"-0.71"
"Strategy 2.15.29(1)";"PASSED";"8";"163";"1.0";"0.0";"0.01";"1269.0";"0.42";"244";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"0.01";"N/A";"0.0";"0.0"
"Strategy 4.13.31";"PASSED";"8";"167";"924.0";"0.42";"5.53";"2176.0";"0.33";"148";"";"HullMovingAverage";"BollingerBands,LowestInRange,SMA";"ExitAfterXBars";"0.0";"9.24";"N/A";"0.56";"0.56"
"Strategy 2.14.41";"PASSED";"7";"165";"1469.0";"1.26";"8.9";"1166.0";"0.56";"110";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"14.69";"N/A";"1.59";"1.59"
"Strategy 4.13.30";"FAILED";"7";"127";"-655.0";"-0.4";"-5.16";"1622.0";"-0.74";"245";"";"HullMovingAverage";"HullMovingAverage,SuperTrend";"ExitAfterXBars";"0.0";"-6.55";"N/A";"-0.44";"-0.44"
"Strategy 4.13.34";"PASSED";"8";"150";"738.0";"0.55";"4.92";"1342.0";"0.46";"162";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"7.38";"N/A";"0.66";"0.66"
"Strategy 2.6.40";"PASSED";"8";"175";"901.0";"0.86";"5.15";"1048.0";"0.42";"110";"";"HullMovingAverage,SmallestRange";"LinearRegression";"ExitAfterXBars";"0.0";"9.01";"N/A";"0.98";"0.98"
"Strategy 1.10.43";"PASSED";"10";"142";"459.0";"0.51";"3.23";"898.0";"0.53";"78";"";"HullMovingAverage,SmallestRange";"OSMA";"ExitAfterXBars";"0.0";"4.59";"N/A";"0.58";"0.58"
"Strategy 1.18.42(1)";"PASSED";"7";"191";"2347.0";"2.06";"12.29";"1141.0";"0.66";"110";"";"HullMovingAverage";"LowestInRange,MTKeltnerChannel";"ExitAfterXBars";"0.0";"23.47";"N/A";"2.44";"2.44"
"Strategy 2.8.45";"PASSED";"8";"190";"1312.0";"0.98";"6.91";"1335.0";"0.53";"110";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"13.12";"N/A";"1.23";"1.23"
"Strategy 4.13.32";"FAILED";"8";"198";"-1221.0";"-0.5";"-6.17";"2459.0";"-0.46";"264";"";"HullMovingAverage,SmallestRange";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"-12.21";"N/A";"-0.56";"-0.56"
"Strategy 2.10.27";"FAILED";"8";"124";"-465.0";"-0.29";"-3.75";"1603.0";"-0.46";"174";"";"HullMovingAverage";"HullMovingAverage,LinearRegression";"ExitAfterXBars";"0.0";"-4.65";"N/A";"-0.32";"-0.32"
"Strategy 1.4.27";"FAILED";"8";"125";"-585.0";"-0.31";"-4.68";"1914.0";"-0.51";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-5.85";"N/A";"-0.35";"-0.35"
"Strategy 2.22.33(1)";"PASSED";"7";"126";"2155.0";"6.67";"17.1";"323.0";"0.9";"43";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"21.55";"N/A";"7.81";"7.81"
"Strategy 3.43.34";"PASSED";"8";"173";"1577.0";"2.7";"9.12";"583.0";"0.61";"161";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"15.77";"N/A";"3.28";"3.28"
"Strategy 2.6.51";"PASSED";"7";"190";"-6.0";"0.0";"-0.03";"1868.0";"-0.27";"173";"";"TEMA";"MTKeltnerChannel,ParabolicSAR";"ExitAfterXBars";"0.0";"-0.06";"N/A";"0.0";"0.0"
"Strategy 1.10.45";"PASSED";"7";"133";"1067.0";"1.67";"8.02";"639.0";"0.67";"65";"";"HullMovingAverage";"LinearRegression";"ExitAfterXBars";"0.0";"10.67";"N/A";"1.76";"1.76"
"Strategy 5.9.47";"PASSED";"6";"162";"221.0";"0.16";"1.36";"1420.0";"0.37";"245";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"2.21";"N/A";"0.18";"0.18"
"Strategy 4.13.33";"PASSED";"8";"143";"2902.0";"4.15";"20.29";"699.0";"0.74";"58";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"29.02";"N/A";"4.46";"4.46"
"Strategy 2.6.32";"PASSED";"7";"152";"3473.0";"5.67";"22.85";"612.0";"0.74";"89";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"34.73";"N/A";"7.58";"7.58"
"Strategy 4.13.39";"FAILED";"7";"140";"1688.0";"1.35";"12.06";"1252.0";"0.61";"182";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"16.88";"N/A";"1.53";"1.53"
"Strategy 3.31.44";"PASSED";"7";"170";"757.0";"0.66";"4.45";"1148.0";"0.62";"110";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"7.57";"N/A";"0.78";"0.78"
"Strategy 1.10.34";"PASSED";"5";"245";"981.0";"1.01";"4.0";"976.0";"0.69";"66";"";"LowestInRange";"LowW,SMA";"ExitAfterXBars";"0.0";"9.81";"N/A";"1.11";"1.11"
"Strategy 4.16.47(1)";"FAILED";"7";"123";"-563.0";"-0.35";"-4.58";"1612.0";"-0.57";"245";"";"HullMovingAverage";"BollingerBands";"ExitAfterXBars";"0.0";"-5.63";"N/A";"-0.38";"-0.38"
"Strategy 1.20.33(2)";"PASSED";"8";"151";"1117.0";"0.91";"7.4";"1228.0";"0.45";"66";"";"HullMovingAverage,SmallestRange";"HullMovingAverage";"ExitAfterXBars";"0.0";"11.17";"N/A";"1.12";"1.12"
"Strategy 5.9.44";"PASSED";"8";"201";"303.0";"0.13";"1.51";"2273.0";"0.25";"147";"";"HullMovingAverage,SmallestRange";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"3.03";"N/A";"0.17";"0.17"
"Strategy 2.6.43";"FAILED";"7";"125";"-564.0";"-0.3";"-4.51";"1877.0";"-0.65";"245";"";"HullMovingAverage";"UlcerIndex";"ExitAfterXBars";"0.0";"-5.64";"N/A";"-0.34";"-0.34"
"Strategy 2.8.49";"FAILED";"7";"107";"69.0";"0.05";"0.64";"1437.0";"0.39";"244";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"0.69";"N/A";"0.06";"0.06"
"Strategy 5.9.42";"FAILED";"7";"125";"-1312.0";"-0.72";"-10.5";"1817.0";"-0.76";"245";"";"HullMovingAverage";"HighD,LinearRegression";"ExitAfterXBars";"0.0";"-13.12";"N/A";"-0.76";"-0.76"
"Strategy 3.31.43";"FAILED";"9";"123";"1707.0";"2.28";"13.88";"749.0";"0.5";"121";"";"ATR,HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"17.07";"N/A";"2.84";"2.84"
"Strategy 3.8.47";"PASSED";"8";"201";"498.0";"0.26";"2.48";"1887.0";"0.43";"162";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"4.98";"N/A";"0.33";"0.33"
"Strategy 1.2.50";"PASSED";"8";"136";"4232.0";"6.77";"31.12";"625.0";"0.6";"173";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"42.32";"N/A";"9.93";"9.93"
"Strategy 5.9.39";"PASSED";"8";"132";"938.0";"1.05";"7.11";"894.0";"0.61";"118";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"9.38";"N/A";"1.19";"1.19"
"Strategy 3.5.50(1)";"PASSED";"6";"205";"1489.0";"1.11";"7.26";"1346.0";"0.43";"147";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"14.89";"N/A";"1.41";"1.41"
"Strategy 1.10.39";"FAILED";"5";"150";"3225.0";"2.97";"21.5";"1087.0";"0.66";"173";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"32.25";"N/A";"4.15";"4.15"
"Strategy 5.11.43";"PASSED";"5";"227";"586.0";"0.37";"2.58";"1595.0";"0.69";"110";"";"LowestInRange";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"5.86";"N/A";"0.44";"0.44"
"Strategy 3.15.51(1)";"FAILED";"7";"190";"234.0";"0.11";"1.23";"2129.0";"0.4";"147";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"2.34";"N/A";"0.14";"0.14"
"Strategy 1.10.35";"PASSED";"9";"162";"1540.0";"1.16";"9.51";"1326.0";"0.52";"161";"";"TEMA";"LaguerreRSI,Stochastic";"ExitAfterXBars";"0.0";"15.4";"N/A";"1.48";"1.48"
"Strategy 2.10.46";"PASSED";"6";"131";"1928.0";"1.96";"14.72";"982.0";"0.58";"183";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"19.28";"N/A";"2.53";"2.53"
"Strategy 4.31.35";"FAILED";"7";"159";"2021.0";"1.29";"12.71";"1561.0";"0.59";"121";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"20.21";"N/A";"1.56";"1.56"
"Strategy 2.10.36";"FAILED";"7";"153";"-999.0";"-0.6";"-6.53";"1676.0";"-0.52";"184";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-9.99";"N/A";"-0.64";"-0.64"
"Strategy 5.11.44";"PASSED";"7";"197";"502.0";"0.34";"2.55";"1463.0";"0.45";"244";"";"ATR,HullMovingAverage";"Low,Open";"ExitAfterXBars";"0.0";"5.02";"N/A";"0.4";"0.4"
"Strategy 2.10.35";"PASSED";"6";"174";"467.0";"0.31";"2.68";"1509.0";"0.34";"147";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"4.67";"N/A";"0.37";"0.37"
"Strategy 4.18.34(1)";"PASSED";"8";"176";"655.0";"0.52";"3.72";"1251.0";"0.57";"160";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"6.55";"N/A";"0.62";"0.62"
"Strategy 3.21.37";"PASSED";"6";"174";"1814.0";"1.94";"10.43";"935.0";"0.54";"110";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"18.14";"N/A";"2.44";"2.44"
"Strategy 4.19.31(1)";"PASSED";"6";"124";"846.0";"0.87";"6.82";"970.0";"0.54";"74";"";"HullMovingAverage";"HullMovingAverage";"ExitAfterXBars";"0.0";"8.46";"N/A";"1.02";"1.02"
"Strategy 5.11.46";"PASSED";"7";"176";"1927.0";"2.65";"10.95";"728.0";"0.7";"110";"";"BBWidthRatio,LinearRegression";"AwesomeOscillator";"ExitAfterXBars";"0.0";"19.27";"N/A";"3.27";"3.27"
"Strategy 3.21.38";"PASSED";"7";"172";"1397.0";"1.11";"8.12";"1258.0";"0.52";"109";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"13.97";"N/A";"1.4";"1.4"
"Strategy 1.2.42";"PASSED";"5";"248";"686.0";"0.7";"2.77";"976.0";"0.59";"184";"";"LowestInRange";"LowW,SMA";"ExitAfterXBars";"0.0";"6.86";"N/A";"0.77";"0.77"
"Strategy 1.22.27";"PASSED";"7";"198";"1635.0";"2.63";"8.26";"622.0";"0.72";"109";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"16.35";"N/A";"3.18";"3.18"
"Strategy 4.23.42";"PASSED";"8";"176";"1411.0";"2.62";"8.02";"538.0";"0.78";"62";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"14.11";"N/A";"2.96";"2.96"
"Strategy 4.23.45";"PASSED";"7";"203";"345.0";"0.14";"1.7";"2538.0";"0.32";"147";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"3.45";"N/A";"0.18";"0.18"
"Strategy 4.23.46";"FAILED";"6";"153";"-75.0";"-0.05";"-0.49";"1511.0";"-0.47";"183";"";"LinearRegression";"LinearRegression";"ExitAfterXBars";"0.0";"-0.75";"N/A";"-0.06";"-0.06"
"Strategy 5.23.27";"FAILED";"7";"168";"-671.0";"-0.45";"-3.99";"1476.0";"-0.58";"251";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-6.71";"N/A";"-0.49";"-0.49"
"Strategy 4.23.49";"FAILED";"8";"118";"-159.0";"-0.11";"-1.35";"1459.0";"-0.37";"162";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-1.59";"N/A";"-0.12";"-0.12"
"Strategy 2.10.34";"FAILED";"8";"124";"-306.0";"-0.18";"-2.47";"1730.0";"-0.46";"174";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-3.06";"N/A";"-0.2";"-0.2"
"Strategy 1.10.50";"FAILED";"8";"125";"-1038.0";"-0.51";"-8.3";"2048.0";"-0.64";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-10.38";"N/A";"-0.56";"-0.56"
"Strategy 5.9.30(1)";"PASSED";"5";"126";"1528.0";"1.13";"12.13";"1351.0";"0.59";"182";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"15.28";"N/A";"1.45";"1.45"
"Strategy 2.19.41(2)";"FAILED";"6";"187";"-370.0";"-0.25";"-1.98";"1481.0";"-0.35";"162";"";"HullMovingAverage,SmallestRange";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-3.7";"N/A";"-0.28";"-0.28"
"Strategy 5.11.48";"PASSED";"8";"125";"2907.0";"3.1";"23.26";"939.0";"0.61";"173";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"29.07";"N/A";"4.24";"4.24"
"Strategy 1.2.40";"PASSED";"8";"142";"1488.0";"2.28";"10.48";"652.0";"0.65";"77";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"14.88";"N/A";"2.42";"2.42"
"Strategy 1.2.44";"PASSED";"6";"132";"2505.0";"3.6";"18.98";"695.0";"0.7";"174";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"25.05";"N/A";"4.59";"4.59"
"Strategy 1.12.29";"PASSED";"5";"245";"577.0";"0.59";"2.36";"974.0";"0.57";"94";"";"LowestInRange";"LowW,SMA";"ExitAfterXBars";"0.0";"5.77";"N/A";"0.65";"0.65"
"Strategy 4.23.37";"FAILED";"8";"131";"-111.0";"-0.08";"-0.85";"1467.0";"-0.7";"244";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"-1.11";"N/A";"-0.08";"-0.08"
"Strategy 3.21.40";"PASSED";"7";"166";"-22.0";"-0.02";"-0.13";"1063.0";"-0.44";"110";"";"ATR,Open";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"-0.22";"N/A";"-0.02";"-0.02"
"Strategy 4.3.31";"PASSED";"7";"137";"755.0";"0.46";"5.51";"1656.0";"0.44";"161";"";"TEMA";"MTKeltnerChannel,ParabolicSAR";"ExitAfterXBars";"0.0";"7.55";"N/A";"0.56";"0.56"
"Strategy 2.22.46";"PASSED";"8";"174";"598.0";"0.43";"3.44";"1395.0";"0.51";"154";"";"HullMovingAverage";"HullMovingAverage,KeltnerChannel,OpenD";"ExitAfterXBars";"0.0";"5.98";"N/A";"0.51";"0.51"
"Strategy 5.11.28";"FAILED";"7";"187";"-72.0";"-0.03";"-0.38";"2347.0";"-0.33";"147";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"-0.72";"N/A";"-0.04";"-0.04"
"Strategy 4.23.30";"PASSED";"7";"197";"142.0";"0.09";"0.72";"1576.0";"0.46";"148";"";"ATR,HullMovingAverage";"Low,Open";"ExitAfterXBars";"0.0";"1.42";"N/A";"0.1";"0.1"
"Strategy 2.22.48";"PASSED";"8";"203";"880.0";"0.75";"4.34";"1174.0";"0.44";"147";"";"ATR,HullMovingAverage";"HullMovingAverage,Low";"ExitAfterXBars";"0.0";"8.8";"N/A";"0.9";"0.9"
"Strategy 1.2.31";"FAILED";"8";"124";"-427.0";"-0.25";"-3.44";"1707.0";"-0.45";"174";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-4.27";"N/A";"-0.28";"-0.28"
"Strategy 3.4.28(1)";"FAILED";"7";"163";"869.0";"0.66";"5.33";"1309.0";"0.61";"118";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"8.69";"N/A";"0.73";"0.73"
"Strategy 5.10.32(1)";"PASSED";"7";"191";"1290.0";"3.12";"6.75";"413.0";"0.77";"110";"";"HullMovingAverage,SmallestRange";"AwesomeOscillator";"ExitAfterXBars";"0.0";"12.9";"N/A";"3.47";"3.47"
"Strategy 2.4.53";"FAILED";"8";"124";"-427.0";"-0.25";"-3.44";"1707.0";"-0.45";"174";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-4.27";"N/A";"-0.28";"-0.28"
"Strategy 1.10.51";"FAILED";"9";"180";"508.0";"0.33";"2.82";"1545.0";"0.32";"162";"";"ATR,HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"5.08";"N/A";"0.4";"0.4"
"Strategy 4.11.40";"PASSED";"5";"239";"218.0";"0.24";"0.91";"898.0";"0.51";"89";"";"LowestInRange";"LowW,SMA";"ExitAfterXBars";"0.0";"2.18";"N/A";"0.27";"0.27"
"Strategy 4.23.45(1)";"FAILED";"8";"158";"-943.0";"-0.38";"-5.97";"2468.0";"-0.49";"182";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-9.43";"N/A";"-0.44";"-0.44"
"Strategy 4.11.44";"PASSED";"8";"180";"1653.0";"1.72";"9.18";"959.0";"0.63";"70";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"16.53";"N/A";"2.17";"2.17"
"Strategy 5.11.27";"PASSED";"5";"126";"796.0";"0.56";"6.32";"1414.0";"0.59";"182";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"7.96";"N/A";"0.69";"0.69"
"Strategy 5.11.29";"PASSED";"8";"127";"801.0";"1.08";"6.31";"744.0";"0.49";"195";"";"HullMovingAverage,SmallestRange";"LinearRegression,Pivots";"ExitAfterXBars";"0.0";"8.01";"N/A";"1.22";"1.22"
"Strategy 4.3.37";"FAILED";"8";"125";"-852.0";"-0.42";"-6.82";"2044.0";"-0.58";"245";"";"HullMovingAverage";"HullMovingAverage,LinearRegression";"ExitAfterXBars";"0.0";"-8.52";"N/A";"-0.47";"-0.47"
"Strategy 2.22.33";"PASSED";"7";"168";"1008.0";"0.87";"6.0";"1153.0";"0.53";"106";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"10.08";"N/A";"1.06";"1.06"
"Strategy 4.11.42";"PASSED";"8";"183";"423.0";"0.27";"2.31";"1558.0";"0.47";"110";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"4.23";"N/A";"0.32";"0.32"
"Strategy 2.19.41(1)";"FAILED";"7";"138";"1575.0";"0.95";"11.41";"1660.0";"0.52";"162";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"15.75";"N/A";"1.15";"1.15"
"Strategy 5.11.39";"FAILED";"5";"125";"2115.0";"6.35";"16.92";"333.0";"0.82";"50";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"21.15";"N/A";"6.84";"6.84"
"Strategy 2.10.51";"FAILED";"8";"125";"-574.0";"-0.28";"-4.59";"2028.0";"-0.49";"245";"";"HullMovingAverage";"RSI,WilliamsPR";"ExitAfterXBars";"0.0";"-5.74";"N/A";"-0.32";"-0.32"
"Strategy 3.21.52";"FAILED";"6";"187";"-523.0";"-0.33";"-2.8";"1580.0";"-0.29";"162";"";"HullMovingAverage,SmallestRange";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-5.23";"N/A";"-0.37";"-0.37"
"Strategy 5.11.36";"PASSED";"7";"152";"1568.0";"2.37";"10.32";"661.0";"0.61";"64";"";"BBWidthRatio,HullMovingAverage";"HullMovingAverage";"ExitAfterXBars";"0.0";"15.68";"N/A";"2.71";"2.71"
"Strategy 4.11.48";"FAILED";"7";"154";"-395.0";"-0.22";"-2.56";"1837.0";"-0.3";"245";"";"LinearRegression";"KeltnerChannel";"ExitAfterXBars";"0.0";"-3.95";"N/A";"-0.25";"-0.25"
"Strategy 4.33.28";"PASSED";"7";"208";"1852.0";"1.87";"8.9";"991.0";"0.72";"99";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"18.52";"N/A";"2.02";"2.02"
"Strategy 1.12.51";"PASSED";"8";"185";"1614.0";"1.71";"8.72";"942.0";"0.58";"70";"";"BBWidthRatio,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"16.14";"N/A";"2.14";"2.14"
"Strategy 1.12.50";"PASSED";"10";"132";"560.0";"0.51";"4.24";"1103.0";"0.56";"153";"";"HullMovingAverage,SmallestRange";"OSMA";"ExitAfterXBars";"0.0";"5.6";"N/A";"0.58";"0.58"
"Strategy 1.12.47";"PASSED";"9";"205";"2788.0";"2.49";"13.6";"1120.0";"0.64";"110";"";"HullMovingAverage";"ATR,KeltnerChannel";"ExitAfterXBars";"0.0";"27.88";"N/A";"3.45";"3.45"
"Strategy 4.11.37";"FAILED";"6";"159";"-426.0";"-0.28";"-2.68";"1539.0";"-0.62";"245";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-4.26";"N/A";"-0.3";"-0.3"
